"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1728","152838","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","74340","3160010","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","300","12934","EUROPE"
"Imports","DBN","Durban","IE","Ireland","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10480.33","420741","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","40175","1503202","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","8323","585029","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","198","28803","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","100","3351","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","44","13356","EUROPE"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","11","465","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201505","2015","18062010 - Chocolate and sugar confectionery containing cocoa","200.19","5449","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5","360","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","36.03","16860","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","NL","Netherlands","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","56.4","677","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","143","38342","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","EG","Egypt","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5","61","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","240","22804","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5864","329438","EUROPE"
"Imports","GMR","Germiston/Alberton","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2516.35","77937","AMERICA"
"Imports","DFM","Cape Town Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","137","23971","AMERICA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","198","29597","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","70225","3280430","ASIA"
"Imports","DBN","Durban","PT","Portugal","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10487.74","963009","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1200","55867","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","97280","4546964","EUROPE"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","123.3","8635","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","3590.38","424657","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","60","3993","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2290","281836","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1522","38382","AMERICA"
"Imports","CLP","Caledonspoort","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201506","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1","9","AFRICA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2304","195536","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","144","23250","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","73230","3573867","EUROPE"
"Imports","DBN","Durban","IN","India","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","11700","130564","ASIA"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2040","92455","EUROPE"
"Imports","DBN","Durban","PT","Portugal","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10230.53","1003056","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","19750","1057729","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","12000","386416","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","74.25","34228","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","54","7301","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5510","296243","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2.9","2021","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","15","772","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","31.75","4836","EUROPE"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201507","2015","18062010 - Chocolate and sugar confectionery containing cocoa","40","2980","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1200","83252","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","6720","578303","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","167206.43","8533095","EUROPE"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1689.69","51866","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","7700.72","735092","EUROPE"
"Imports","DBN","Durban","IL","Israel","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1037.55","87035","ASIA"
"Imports","DBN","Durban","PT","Portugal","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10455.13","993799","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","19125","712649","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","192.55","25162","AMERICA"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10","411","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","LK","Sri Lanka","ZA","South Africa","18062010","KG","04","Air","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","77.5","6143","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","TR","Turkey","ZA","South Africa","18062010","KG","04","Air","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10","644","ASIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10","131","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","20","2367","AFRICA"
"Imports","PEZ","Port Elizabeth","TW","Taiwan","ZA","South Africa","18062010","KG","01","Maritime","201508","2015","18062010 - Chocolate and sugar confectionery containing cocoa","20","1577","ASIA"
"Imports","DBN","Durban","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5377.28","355683","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","21.74","21014","EUROPE"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3149","197807","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","EG","Egypt","ZA","South Africa","18062010","KG","04","Air","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2500","62344","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","80","14363","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","185180","8854685","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2800","248747","EUROPE"
"Imports","JHB","Johannesburg","IN","India","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3044.25","8419","ASIA"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","260","17129","EUROPE"
"Imports","CTN","Cape Town","EG","Egypt","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","4526.98","92874","AFRICA"
"Imports","GMR","Germiston/Alberton","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201409","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1539.06","45558","AMERICA"
